Date,Close/Last,Volume,Open,High,Low
08/30/2022,117.0781,1175626,117.1406,117.5312,116.75
08/29/2022,117.1094,1088270,117.50,117.5469,116.8906
08/26/2022,117.5781,1979104,117.7969,117.9219,117.2969
08/25/2022,117.7812,2779030,117.2188,117.8125,117.1094
08/24/2022,117.25,2780320,117.6875,117.9062,117.1094
08/23/2022,117.625,1813981,117.8438,118.2188,117.4531
08/22/2022,117.7188,1261851,118.25,118.4375,117.6719
08/19/2022,118.1094,1127927,118.8906,118.9219,118.0312
08/18/2022,118.8438,1111545,118.7188,119.2344,118.5625
08/17/2022,118.7656,1206098,119.4062,119.4531,118.5469
08/16/2022,119.3906,913279,119.7812,119.8906,119.125
08/15/2022,119.7031,892733,119.3438,119.9688,119.1406
08/12/2022,119.2656,1041272,119.0625,119.4062,119.1406
08/11/2022,119.0938,1384792,119.7656,120.2344,118.9688
08/10/2022,119.75,1606244,119.5625,120.6875,119.3438
08/09/2022,119.4844,911842,119.875,119.9688,119.3906
08/08/2022,119.8594,921127,119.3125,120.0156,119.2656
08/05/2022,119.375,1441129,120.6094,120.7656,119.2344
08/04/2022,120.7344,1284055,120.375,120.9062,120.0938
08/03/2022,120.0938,1766159,120.125,120.50,119.3281
08/02/2022,120.125,1909879,121.6094,122.0625,119.9844
08/01/2022,121.3594,1290329,121.0625,121.625,120.8438
07/29/2022,121.1406,1935871,120.9688,121.3906,120.5312
07/28/2022,120.9844,1782390,120.00,121.2656,119.7344
07/27/2022,120.4219,1266704,119.7188,120.4844,119.6094
07/26/2022,119.8594,1070310,119.8281,120.4844,119.6719
07/25/2022,119.6562,984308,120.0625,120.0781,119.4844
07/22/2022,119.8906,1705028,119.125,120.3438,118.9375
07/21/2022,118.9062,1737266,117.8125,119.2031,117.4531
07/20/2022,117.7812,1098035,117.9062,118.5469,117.7344
07/19/2022,117.9688,988545,118.1875,118.4844,117.8594
07/18/2022,118.4688,908051,118.6562,118.9219,118.00
07/15/2022,118.6406,1149070,118.4219,119.00,118.3594
07/14/2022,118.50,1576184,118.7812,118.9375,117.8906
07/13/2022,118.9219,2037144,118.5469,119.1875,117.75
07/12/2022,118.6562,1403644,118.2969,119.0938,118.2969
07/11/2022,118.375,1052321,117.6875,118.5938,117.5781
07/08/2022,117.625,1292581,118.3594,118.625,117.5625
07/07/2022,118.2656,1314875,118.8594,119.1562,118.1875
07/06/2022,119.0469,1559748,119.8906,119.2969,118.8438
07/05/2022,119.9219,1680144,119.4688,120.2188,118.7188
07/01/2022,119.2656,1904322,118.2812,120.125,118.1875
06/30/2022,118.5312,1780307,117.5469,118.5625,117.4375
06/29/2022,117.5156,1165755,116.8906,117.5938,116.8281
06/28/2022,116.7031,1230961,116.75,117.0312,116.3438
06/27/2022,116.8125,1122082,117.2656,117.4062,116.5781
06/24/2022,117.3438,1245598,117.5312,118.00,117.2188
06/23/2022,117.6562,2107708,116.875,118.25,116.7969
06/22/2022,116.9531,1612752,115.9219,117.1875,115.8906
06/21/2022,115.7969,1230964,116.0781,116.3281,115.7031
06/17/2022,116.1875,1423866,116.4531,116.5938,115.625
06/16/2022,115.8125,1906887,115.875,116.6562,114.3125
06/15/2022,115.1562,2077800,114.3438,115.9531,114.3125
06/14/2022,114.4062,2139804,115.1875,116.0938,114.2344
06/13/2022,115.2812,2312086,116.75,116.7812,114.6406
06/10/2022,116.8125,2144456,117.9062,118.1875,116.7031
06/09/2022,117.9219,1335811,118.0625,118.2188,117.6875
06/08/2022,118.0781,1121976,118.375,118.4062,117.9062
06/07/2022,118.4219,1254130,117.9375,118.5312,117.7031
06/06/2022,117.9219,1024046,118.625,118.7344,117.875
06/03/2022,118.5469,1010710,118.8438,118.9375,118.3594
06/02/2022,118.8594,1005560,118.8125,118.9688,118.5781
06/01/2022,118.6406,1642356,119.4062,119.5156,118.5156
05/31/2022,119.4531,2354982,120.2188,120.25,119.2031
05/27/2022,120.1406,1012813,120.25,120.50,120.1094
05/26/2022,120.625,1835938,120.5938,120.9688,120.3125
05/25/2022,120.5938,3327085,120.4062,120.8125,120.2969
05/24/2022,120.375,3411242,119.6562,120.6875,119.5625
05/23/2022,119.5781,1580170,120.1094,120.1094,119.4844
05/20/2022,120.125,1431719,119.8281,120.2656,119.50
05/19/2022,119.7031,2167463,119.4219,120.3125,119.1875
05/18/2022,119.4375,1657227,118.7188,119.5312,118.50
05/17/2022,118.8594,1350314,119.6719,119.75,118.6562
05/16/2022,119.6719,1115840,119.2031,119.8594,119.0469
05/13/2022,119.1719,1150275,119.7188,119.7344,119.0938
05/12/2022,120.00,1928819,119.1875,120.0156,119.1406
05/11/2022,119.2656,2144946,118.7656,119.4062,118.1094
05/10/2022,118.7812,1743923,118.4531,119.1875,118.25
05/09/2022,118.1875,1651831,117.625,118.6094,117.2656
05/06/2022,117.7969,1668620,118.1875,118.2969,117.5781
05/05/2022,118.0625,1920427,118.9219,119.2969,117.8125
05/04/2022,119.1562,1696211,118.375,119.2031,118.1406
05/03/2022,118.5156,1335080,118.3906,118.9375,118.1406
05/02/2022,118.3438,1204463,118.75,119.0625,118.2188
04/29/2022,119.1562,2061780,119.6562,119.75,118.75
04/28/2022,119.3594,1874976,119.6875,120.0312,119.2031
04/27/2022,119.7969,1536175,120.4375,120.5781,119.5938
04/26/2022,120.0469,1498008,119.5312,120.50,119.2344
04/25/2022,119.6094,1703952,118.9531,120.1875,118.8281
04/22/2022,118.9375,1458890,118.7188,119.1406,118.25
04/21/2022,118.75,1527828,119.5156,119.5625,118.4375
04/20/2022,119.50,1654778,118.9219,119.6406,118.6094
04/19/2022,119.1094,1515373,119.6094,119.8281,118.8438
04/18/2022,119.6406,831889,119.7969,120.0156,119.3594
04/14/2022,119.9375,1723537,120.6719,121.2812,119.7031
04/13/2022,120.7969,1772827,120.4219,121.2188,119.9688
04/12/2022,120.50,2075737,119.7188,120.8125,119.3281
04/11/2022,119.75,1377723,120.00,120.0938,119.5312
04/08/2022,120.125,1400055,120.4688,120.7188,119.9062
04/07/2022,120.5469,1668441,120.7656,121.2031,120.3906
04/06/2022,120.6875,2071764,120.9375,121.0469,120.1719
04/05/2022,120.9219,1662474,122.1406,122.3125,120.7969
04/04/2022,122.0938,1161557,122.0781,122.3906,121.8438
04/01/2022,122.2344,1813806,122.6562,122.6719,121.75
03/31/2022,122.875,2084585,122.7031,123.125,122.5781
03/30/2022,122.625,1674216,122.3281,122.8281,122.0156
03/29/2022,122.3281,1986962,121.75,122.4375,121.0938
03/28/2022,121.7031,1724424,121.6719,122.1875,120.9531
03/25/2022,121.5469,1752474,122.6875,122.9375,121.50
03/24/2022,122.9219,1386456,123.2969,123.3125,122.5156
03/23/2022,123.1406,1544859,122.6406,123.375,122.375
03/22/2022,122.75,1516017,123.2969,123.3594,122.5938
03/21/2022,123.1875,1481547,124.50,124.5625,123.1562
03/18/2022,124.6406,1172762,124.4531,124.7969,124.3281
03/17/2022,124.3281,1425523,124.25,124.8906,124.125
03/16/2022,124.2344,1798374,124.75,124.875,123.7969
03/15/2022,124.6562,1473667,124.8594,125.375,124.5625
03/14/2022,124.8125,1392523,126.0938,126.125,124.75
03/11/2022,125.9375,1258262,126.1406,126.4219,125.8594
03/10/2022,126.0156,1606959,126.5312,126.8281,125.9219
03/09/2022,126.5469,1512340,127.3281,127.4531,126.5156
03/08/2022,127.1562,1607637,127.9531,128.125,127.0781
03/07/2022,128.1094,1656131,128.5938,129.125,127.7969
03/04/2022,128.5312,1972580,127.5312,128.8594,127.3906
03/03/2022,127.5156,1695487,127.2812,127.6406,127.0781
03/02/2022,127.2812,2272697,128.5156,128.9219,127.00
03/01/2022,128.7344,3032754,127.4531,128.9844,127.1875
02/28/2022,127.4375,2575658,126.9062,127.5938,126.7344
02/25/2022,126.1719,1723515,126.4062,126.6406,125.9062
02/24/2022,126.4688,3742432,126.1875,127.3906,126.1875
02/23/2022,126.2812,3773595,126.5156,126.6094,126.0938
02/22/2022,126.4688,4373147,126.7969,127.2812,126.375
02/18/2022,126.6719,1687329,126.4844,126.7969,126.2188
02/17/2022,126.4219,1952582,125.7969,126.4844,125.7812
02/16/2022,125.8125,1730805,125.7031,126.0312,125.6406
02/15/2022,125.7344,1738723,126.0312,126.2031,125.5781
02/14/2022,125.9844,2247653,126.5156,126.3594,125.9219
02/11/2022,126.3906,2885301,125.75,126.7344,125.5938
02/10/2022,125.7969,3028625,126.6406,126.8125,125.5469
02/09/2022,126.75,1620041,126.4844,126.9219,126.4219
02/08/2022,126.5781,1495145,126.8906,126.9219,126.4688
02/07/2022,126.9062,1222446,126.8438,127.0312,126.7031
02/04/2022,126.7656,2062982,127.5781,127.75,126.7344
02/03/2022,127.6406,1586398,128.0312,128.2344,127.50
02/02/2022,128.125,1323047,127.875,128.2969,127.7656
02/01/2022,127.875,1631084,128.0156,128.3594,127.6875
01/31/2022,127.9688,1801032,127.9062,128.0469,127.6719
01/28/2022,127.9531,1780506,127.6719,128.0312,127.3281
01/27/2022,127.6562,2122864,127.3438,127.875,127.2812
01/26/2022,127.5156,1864651,128.2031,128.2656,127.2031
01/25/2022,128.125,1692452,128.2031,128.5312,128.0312
01/24/2022,128.5156,2085596,128.2188,128.7031,127.9844
01/21/2022,128.3125,2008753,127.9062,128.50,127.875
01/20/2022,127.7031,1406291,127.3438,127.9531,127.25
01/19/2022,127.6719,1862120,127.2969,127.7344,127.0625
01/18/2022,127.375,2420830,128.0312,128.0469,127.25
01/14/2022,128.1875,1557547,128.75,128.7969,128.0312
01/13/2022,128.7188,1281614,128.375,128.8438,128.25
01/12/2022,128.5781,1475098,128.4688,128.7031,128.3281
01/11/2022,128.3906,1548500,128.2656,128.4688,128.0312
01/10/2022,128.1406,1519536,128.3281,128.375,127.9375
01/07/2022,128.2969,1860208,128.625,128.75,128.0312
01/06/2022,128.5312,1720768,128.8438,129.00,128.4375
01/05/2022,128.8438,1629305,129.3906,129.4375,128.7969
01/04/2022,129.2812,1619770,129.50,129.5938,129.125
01/03/2022,129.4375,1359510,130.3281,130.3438,129.3906
12/31/2021,130.4688,732396,130.4375,130.5781,130.3125
12/30/2021,130.4062,761810,130.1875,130.50,130.1719
12/29/2021,130.2188,934298,130.625,130.7344,130.0938
12/28/2021,130.6094,535090,130.5938,130.7656,130.5156
12/27/2021,130.5625,455184,130.50,130.6719,130.4062
12/23/2021,130.5469,529934,130.7344,130.8125,130.4688
12/22/2021,130.7344,695219,130.75,130.8906,130.5312
12/21/2021,130.5625,974892,131.1094,131.25,130.5312
12/20/2021,131.1562,1170875,131.2188,131.5938,131.0625
12/17/2021,131.1719,1114226,131.1406,131.4375,130.9531
12/16/2021,131.0938,1417607,130.5469,131.1562,130.3594
12/15/2021,130.4688,1342208,130.625,130.7969,130.2344
12/14/2021,130.6406,972955,130.8594,130.8906,130.4688
12/13/2021,130.8438,886238,130.4062,130.9531,130.2344
12/10/2021,130.4062,1310117,130.2656,130.7188,130.0625
12/09/2021,130.3906,1352829,130.1094,130.5469,129.9844
12/08/2021,130.2031,1480005,130.3594,130.7656,129.9688
12/07/2021,130.3281,1162524,130.6875,130.7969,130.2656
12/06/2021,130.6562,1271155,131.2188,131.2656,130.6094
12/03/2021,131.4531,1999636,130.625,131.50,130.4219
12/02/2021,130.5938,1461185,131.0625,131.125,130.4531
12/01/2021,130.9219,1811686,130.7188,131.1562,130.1875
11/30/2021,130.8125,3087376,130.5312,131.3125,130.2656
11/29/2021,130.2812,1669152,130.2188,130.5625,129.875
11/26/2021,130.4375,1830806,129.0781,130.5469,128.9531
11/24/2021,129.8281,3113953,129.7656,130.1094,129.50
11/23/2021,129.7812,3247931,129.9688,130.0625,129.5938
11/22/2021,130.00,3052215,130.75,130.75,129.9062
11/19/2021,130.875,2060689,130.5781,131.25,130.4219
11/18/2021,130.5781,1269059,130.5156,130.6719,130.3594
11/17/2021,130.4531,1222410,130.1562,130.5938,130.0469
11/16/2021,130.1719,1360937,130.3125,130.5312,130.0938
11/15/2021,130.2969,1126231,130.625,130.8594,130.2344
11/12/2021,130.5312,1297109,130.3594,130.8125,130.3125
11/11/2021,130.3281,518447,130.7344,130.8125,130.2812
11/10/2021,130.7344,2203517,131.75,131.7812,130.5625
11/09/2021,131.8438,1548142,131.3438,131.9219,131.3281
11/08/2021,131.2969,1138222,131.7188,131.7969,131.25
11/05/2021,131.8281,1970004,131.2188,131.9531,131.0469
11/04/2021,131.3125,1667014,130.5938,131.4375,130.5625
11/03/2021,130.7656,1740179,130.9219,131.1719,130.4844
11/02/2021,130.9688,1426474,130.7344,131.1406,130.6406
11/01/2021,130.6562,1405310,130.6406,130.7969,130.3906
10/29/2021,130.7031,2479547,130.6875,130.875,130.2344
10/28/2021,130.75,2319363,130.9844,131.0781,130.6094
10/27/2021,131.1719,2345174,130.6406,131.2188,130.4375
10/26/2021,130.6094,1205937,130.5938,130.7031,130.3594
10/25/2021,130.5625,1166929,130.4844,130.6875,130.25
10/22/2021,130.3438,1880379,130.00,130.50,129.9844
10/21/2021,130.1875,1712710,130.4375,130.5781,129.9688
10/20/2021,130.6406,1647699,130.5156,130.75,130.25
10/19/2021,130.5625,1360666,130.6406,130.9688,130.4531
10/18/2021,130.7656,1969523,130.9062,130.9375,130.4375
10/15/2021,130.9688,1467871,131.5156,131.5312,130.9062
10/14/2021,131.50,1486221,131.3125,131.6094,131.1875
10/13/2021,131.2188,2235006,131.1094,131.4844,130.7969
10/12/2021,131.1406,1611211,130.8438,131.2344,130.7969
10/11/2021,130.8438,518953,131.0312,131.0469,130.7969
10/08/2021,131.1406,2142419,131.3438,131.5781,131.0312
10/07/2021,131.3906,1332891,131.7188,131.7812,131.3125
10/06/2021,131.7188,1661580,131.7344,131.8438,131.4062
10/05/2021,131.7344,1409980,132.0781,132.1094,131.6406
10/04/2021,132.0781,1432322,132.1875,132.2656,131.8594
10/01/2021,132.1719,1967066,131.8906,132.2188,131.75
09/30/2021,131.6094,1997671,131.6562,131.9531,131.3438
09/29/2021,131.6406,1955009,131.4375,131.7969,131.3125
09/28/2021,131.4688,2364915,131.75,131.8438,131.2188
09/27/2021,131.7969,1783650,132.0781,132.1719,131.6094
09/24/2021,132.0156,1727637,132.2031,132.4531,131.9688
09/23/2021,132.375,2061550,133.1875,133.1875,132.1562
09/22/2021,132.9844,1639927,133.1719,133.3906,132.9219
09/21/2021,133.1875,1230614,133.2188,133.3594,132.9531
09/20/2021,133.2656,1389386,132.7812,133.3594,132.75
09/17/2021,132.7812,1387745,133.0469,133.1406,132.6406
09/16/2021,133.0938,1405155,133.4219,133.4531,132.9375
09/15/2021,133.3906,1300835,133.5312,133.7031,133.2812
09/14/2021,133.6094,1520135,133.2656,133.7188,133.0938
09/13/2021,133.2969,783308,133.1406,133.3906,133.0781
09/10/2021,133.1562,1072237,133.4531,133.50,133.0625
09/09/2021,133.50,1329422,133.2031,133.6094,133.125
09/08/2021,133.25,1278640,132.9844,133.3281,132.9531
09/07/2021,133.00,1413326,133.3594,133.375,132.8906
09/03/2021,133.3906,1350529,133.5781,133.875,133.25
09/02/2021,133.5312,855107,133.50,133.6406,133.4375
09/01/2021,133.50,1413330,133.375,133.625,133.2188
08/31/2021,133.4531,2035486,133.5625,133.6875,133.3438
08/30/2021,133.5312,1116790,133.3281,133.6094,133.2812
08/27/2021,133.8906,2421866,133.5156,133.9688,133.4219
08/26/2021,133.5938,3055191,133.6094,133.6875,133.375
08/25/2021,133.625,3121999,133.9375,134.0469,133.5469
08/24/2021,133.9844,1851432,134.2031,134.2344,133.9219
08/23/2021,134.2188,1197522,134.1406,134.2656,133.9375
08/20/2021,134.125,1029715,134.2969,134.4375,134.0625
08/19/2021,134.3281,1370214,134.2188,134.5312,134.1719
08/18/2021,134.1406,1298410,134.2188,134.3125,133.9062
08/17/2021,134.2656,1349606,134.2344,134.6094,134.1562
08/16/2021,134.3281,1339390,134.125,134.5625,134.0625
08/13/2021,133.9531,935648,133.5156,134.0938,133.4688
08/12/2021,133.4531,934888,133.5938,133.7812,133.4062
08/11/2021,133.5781,1662643,133.5156,133.9062,133.2969
08/10/2021,133.5469,1168140,133.7031,133.8594,133.4688
08/09/2021,133.7812,1118591,133.9062,134.2031,133.6562
08/06/2021,134.00,1508849,134.4219,134.4688,133.8906
08/05/2021,134.50,1211810,134.8281,134.9062,134.3906
08/04/2021,134.8281,1689053,134.9844,135.4375,134.625
08/03/2021,135.0156,1032073,134.9062,135.1875,134.7812
08/02/2021,135.00,1335264,134.5312,135.1562,134.4531
07/30/2021,134.4531,1668624,134.1875,134.5938,134.1875
07/29/2021,134.2188,1321356,134.4531,134.50,134.0938
07/28/2021,134.2656,1502085,134.3906,134.5625,134.0781
07/27/2021,134.4688,1165902,134.1094,134.5625,134.0938
07/26/2021,134.2031,1040067,134.1875,134.5938,134.0625
07/23/2021,134.1406,887447,134.125,134.2188,133.9375
07/22/2021,134.25,1384792,134.0469,134.4688,133.8594
07/21/2021,134.1094,1811030,134.5312,134.8281,133.9844
07/20/2021,134.6719,2116477,134.5938,135.2188,134.4375
07/19/2021,134.6875,2174847,133.8438,134.7969,133.8125
07/16/2021,133.7812,1021255,133.7812,133.8438,133.4531
07/15/2021,133.7969,1432271,133.50,133.875,133.4375
07/14/2021,133.4531,1426937,132.9688,133.5312,132.9375
07/13/2021,132.9844,1956169,133.4062,133.5625,132.9688
07/12/2021,133.4062,1262682,133.3906,133.6406,133.2656
07/09/2021,133.4219,1156602,133.7969,133.8125,133.375
07/08/2021,133.8906,1854138,133.5781,134.0938,133.5156
07/07/2021,133.5469,1721689,133.3438,133.7031,133.2031
07/06/2021,133.2188,1847305,132.75,133.3906,132.5781
07/02/2021,132.6719,1226545,132.375,132.7969,132.2344
07/01/2021,132.2656,1044512,132.3125,132.4688,132.1875
06/30/2021,132.50,1640352,132.2812,132.5625,132.1875
06/29/2021,132.2812,1007474,132.25,132.2969,132.0156
06/28/2021,132.2656,930925,131.9219,132.3281,131.8906
06/25/2021,131.8594,1203289,132.1094,132.2656,131.7656
06/24/2021,132.1719,1169861,132.1562,132.2812,132.0312
06/23/2021,132.1875,1213798,132.3906,132.4688,132.1094
06/22/2021,132.3594,1304952,132.1719,132.4375,132.0156
06/21/2021,132.2031,1844386,132.4062,132.9375,132.00
06/18/2021,132.3125,2080458,132.0469,132.4219,131.6562
06/17/2021,132.0156,2497135,131.625,132.1562,131.4375
06/16/2021,131.75,2060098,132.5625,132.6406,131.5469
06/15/2021,132.5312,1219543,132.5469,132.6562,132.4531
06/14/2021,132.5156,994317,132.8906,132.9219,132.4844
06/11/2021,132.8438,1300374,133.1094,132.9375,132.7812
06/10/2021,132.9375,2173849,132.7188,133.125,132.3125
06/09/2021,132.7656,1697954,132.3906,132.9062,132.3594
06/08/2021,132.4531,1284005,132.1094,132.5625,132.0938
06/07/2021,132.1094,788588,132.2031,132.2188,132.0156
06/04/2021,132.2031,1880720,131.6094,132.2344,131.5625
06/03/2021,131.5938,1117442,131.9531,131.9844,131.5625
06/02/2021,131.9375,904031,131.8125,132.00,131.7188
06/01/2021,131.7969,1349439,131.8125,131.875,131.6094
05/28/2021,131.9375,1739945,131.7656,132.0469,131.7969
05/27/2021,131.7812,1565860,131.9688,131.8438,131.75
05/26/2021,132.9062,2824385,132.9844,133.0469,132.8438
05/25/2021,132.9688,4009228,132.625,133.0469,132.9531
05/24/2021,132.625,2338324,132.5312,132.6875,132.50
05/21/2021,132.4375,1595823,132.50,132.625,132.375
05/20/2021,132.4844,1558996,132.0938,132.5312,132.0312
05/19/2021,132.0312,1973335,132.3906,132.5781,131.9375
05/18/2021,132.3906,954878,132.25,132.4531,132.2344
05/17/2021,132.3438,1133730,132.4219,132.6719,132.25
05/14/2021,132.4062,1532042,132.2188,132.5312,132.1875
05/13/2021,132.1875,1801151,131.9219,132.3125,132.2188
05/12/2021,131.9219,2359681,132.4531,132.5625,131.875
05/11/2021,132.4531,1467401,132.6094,132.50,132.4062
05/10/2021,132.6094,1339591,132.7031,132.9531,132.5625
05/07/2021,132.75,2712647,132.5781,132.7969,132.7031
05/06/2021,132.6719,1312909,132.625,132.7031,132.5625
05/05/2021,132.5469,1403346,132.4219,132.6719,132.5781
05/04/2021,132.4219,1819960,132.3281,132.5156,132.4062
05/03/2021,132.3281,1498093,132.0469,132.50,131.8281
04/30/2021,132.0312,1935588,131.9688,132.1406,131.9844
04/29/2021,131.9844,1564281,132.1719,132.0312,131.7344
04/28/2021,132.0938,1644598,132.0156,132.2031,131.7188
04/27/2021,132.0312,1369461,132.3594,132.0625,131.9531
04/26/2021,132.375,1316082,132.3906,132.3906,132.3438
04/23/2021,132.4375,1092162,132.6406,132.7344,132.3125
04/22/2021,132.5469,1401257,132.5312,132.6562,132.5625
04/21/2021,132.5312,1213755,132.5781,132.6406,132.3594
04/20/2021,132.5625,1358002,132.2031,132.6094,132.50
04/19/2021,132.2344,1168564,132.3438,132.5625,132.0469
04/16/2021,132.375,1404837,132.3906,132.5469,132.1875
04/15/2021,132.6562,2088587,131.9062,132.5625,132.3594
04/14/2021,131.9219,1261660,132.1094,132.1875,131.7812
04/13/2021,132.0781,1677865,131.7031,132.125,131.9375
04/12/2021,131.625,1127279,131.7344,131.7031,131.5469
04/09/2021,131.7344,1514213,132.0469,131.8438,131.7031
04/08/2021,132.00,1117602,131.6562,132.0938,131.6562
04/07/2021,131.8281,1360223,131.6719,131.7969,131.6094
04/06/2021,131.6875,1312505,131.2812,131.7344,131.1094
04/05/2021,131.1094,883623,130.9531,131.2656,130.7969
04/01/2021,130.9531,477988,131.4688,131.625,130.9219
03/31/2021,130.9375,2269970,131.2969,131.2969,130.9062
03/30/2021,131.1875,1819714,131.3906,131.3125,131.2188
03/29/2021,131.3594,1399255,131.6406,131.9844,131.2969
03/26/2021,131.7656,1418656,131.9531,132.125,131.625
03/25/2021,132.1406,1971140,132.125,132.2969,131.8906
03/24/2021,132.0938,1641329,132.0156,132.2812,131.8125
03/23/2021,131.9219,1480719,131.4844,132.0938,131.4375
03/22/2021,131.5469,1257163,131.2969,131.75,131.2188
03/19/2021,131.2188,2107148,131.3438,131.3125,131.1719
03/18/2021,131.2656,2730787,131.9531,131.4531,131.3281
03/17/2021,132.0938,2418909,131.8906,132.0469,131.8906
03/16/2021,131.9062,1455449,131.9688,132.1719,131.8594
03/15/2021,131.9531,1405927,131.8125,132.0625,131.9062
03/12/2021,131.7812,2054526,132.4688,132.5625,131.7188
03/11/2021,132.6094,1956017,132.5312,132.6719,132.4688
03/10/2021,132.5312,1894279,132.4062,132.5625,132.4844
03/09/2021,132.2969,1847406,131.8594,132.4219,131.8281
03/08/2021,131.875,1640691,132.0625,132.1562,131.7656
03/05/2021,132.3438,2558123,132.2969,132.5312,131.7344
03/04/2021,132.3906,2187846,132.9375,132.5156,132.2656
03/03/2021,133.0469,2040385,133.7031,133.1406,132.9062
03/02/2021,133.5469,1633067,133.4062,133.7188,133.50
03/01/2021,133.1875,2132255,133.1562,133.4219,133.0938
02/26/2021,132.7188,3560234,132.625,133.3281,132.25
02/25/2021,132.5781,3929086,134.1406,134.2031,131.9688
02/24/2021,135.1562,3582146,135.5469,135.7188,134.8594
02/23/2021,135.4219,4287365,135.3438,135.5625,135.2031
02/22/2021,135.3281,3642591,135.4219,135.5938,135.0312
02/19/2021,135.4531,2817768,135.8281,135.8906,135.3281
02/18/2021,135.8594,2004312,135.9531,135.9531,135.7656
02/17/2021,135.75,3135988,135.6562,135.9531,135.7344
02/16/2021,135.7812,3038054,136.4531,136.4688,135.6406
02/12/2021,136.5469,1499293,136.8125,136.625,136.4688
02/11/2021,136.8594,1303784,136.9844,137.0625,136.7969
02/10/2021,136.9219,1546192,136.7031,136.9844,136.5781
02/09/2021,136.7188,1155757,136.625,136.8125,136.6094
02/08/2021,136.6094,1265582,136.6719,136.7812,136.4531
02/05/2021,136.6875,2150914,136.7656,136.9219,136.50
02/04/2021,136.7969,1321224,136.7344,136.8438,136.75
02/03/2021,136.7969,1337265,137.0156,136.8125,136.7188
02/02/2021,136.9375,1180136,137.1562,137.2188,136.875
02/01/2021,137.1875,1151057,137.1719,137.2969,137.0625
01/29/2021,137.0312,2626019,137.2656,137.3281,136.8906
01/28/2021,137.25,2091357,137.50,137.5938,137.125
01/27/2021,137.5312,1600364,137.375,137.6406,137.2812
01/26/2021,137.3906,1052302,137.4219,137.4531,137.2656
01/25/2021,137.375,1334582,137.0312,137.4531,136.9375
01/22/2021,137.0312,1190947,136.875,137.0781,136.8125
01/21/2021,136.8906,1267885,137.00,137.0625,136.7344
01/20/2021,136.9688,1185444,136.9531,137.0625,136.7969
01/19/2021,136.9375,1440304,136.9219,136.9844,136.6562
01/15/2021,136.8594,1316526,136.5312,136.9531,136.8594
01/14/2021,136.5625,1621774,136.7969,136.7656,136.50
01/13/2021,136.7656,1816917,136.4219,136.8125,136.7031
01/12/2021,136.3906,1935263,136.3125,136.4531,136.0312
01/11/2021,136.4219,1472765,136.5625,136.75,136.2969
01/08/2021,136.6562,2260248,136.875,136.9219,136.5156
01/07/2021,136.9531,1614489,137.2344,137.2969,136.8438
01/06/2021,137.2031,2572204,137.8281,137.9219,137.0938
01/05/2021,137.8438,1248450,138.1562,138.1562,137.7812
01/04/2021,138.125,1264856,137.9688,138.1719,138.0625
12/31/2020,138.0781,829781,137.9688,138.1094,137.8906
12/30/2020,137.9688,683126,137.8906,137.9844,137.75
12/29/2020,137.8906,742723,137.9688,137.9688,137.7969
12/28/2020,137.9219,599652,137.9219,137.9844,137.75
12/24/2020,137.875,243457,137.7969,137.9375,137.7344
12/23/2020,137.7656,1051575,137.9844,138.0938,137.625
12/22/2020,137.9844,747972,137.7969,138.00,137.7656
12/21/2020,137.7656,1232326,137.75,138.25,137.7188
12/18/2020,137.75,778349,137.7969,137.9531,137.7344
12/17/2020,137.8594,1229600,137.9062,138.125,137.7188
12/16/2020,137.8906,1358622,137.9375,138.0156,137.6094
12/15/2020,137.8594,942192,138.0781,138.125,137.8125
12/14/2020,138.0781,1012720,137.9688,138.0938,138.0156
12/11/2020,138.0938,1101907,137.875,138.2188,137.8281
12/10/2020,137.8906,1222543,137.6875,137.9062,137.625
12/09/2020,137.625,1096253,137.7188,137.75,137.4688
12/08/2020,137.8125,996896,137.75,137.9844,137.625
12/07/2020,137.7188,1059574,137.3906,137.7656,137.6094
12/04/2020,137.375,1417026,137.7656,137.8438,137.2344
12/03/2020,137.6562,1204405,137.5156,137.8125,137.4375
12/02/2020,137.4219,1456782,137.5312,137.6562,137.2656
12/01/2020,137.4375,2056165,138.1875,138.2344,137.4062
11/30/2020,138.1719,1712587,138.1719,138.25,138.0469
11/27/2020,138.1875,632734,137.875,138.1875,137.875
11/25/2020,138.2656,1812975,138.25,138.4688,138.125
11/24/2020,138.25,3262332,138.3281,138.375,138.1719
11/23/2020,138.3125,2541076,138.5312,138.5469,138.2656
11/20/2020,138.50,1483233,138.5156,138.625,138.375
11/19/2020,138.3594,1472520,138.2188,138.5156,138.2188
11/18/2020,138.1875,1438992,138.3594,138.5156,138.0781
11/17/2020,138.2969,1265481,138.0312,138.3594,137.9531
11/16/2020,138.0312,1206521,138.0781,138.25,137.8438
11/13/2020,138.1094,959502,138.2031,138.1094,138.0469
11/12/2020,138.1562,1695976,137.625,138.2344,137.6094
11/11/2020,137.6094,535624,137.50,137.6719,137.4844
11/10/2020,137.4375,2001950,137.8125,137.9219,137.4219
11/09/2020,137.5781,2665092,138.50,137.8438,137.50
11/06/2020,138.5469,1441946,138.9688,139.0312,138.3906
11/05/2020,138.875,1611330,138.9688,138.9688,138.875
11/04/2020,138.9844,2835860,137.9531,139.0312,138.8594
11/03/2020,138.0938,1215029,138.3125,138.0938,137.9844
11/02/2020,138.2969,1390050,138.1719,138.3125,138.2344
